,0
0,Gonzaga
1,Vermont
2,Texas Tech
3,Duke
4,Baylor
5,UCLA
6,Purdue
7,Kentucky
8,Arizona
9,Houston
10,Colorado St.
11,Villanova
12,Kansas
13,Iowa
14,LSU
15,Auburn
