,0
0,30.673806327511222
1,7.90108679659923
2,12.856971030110124
3,15.53174507419783
4,6.614693865613489
5,23.820843832724385
6,0.9095116965142154
7,25.784377505422285
8,39.287582322789255
9,7.934360482824346
10,7.958709264382954
11,15.96053223890398
12,4.804282841885112
13,14.791097336677048
14,1.2323879114672849
15,23.704704750515965
16,28.593007070575105
17,4.178144857472574
18,6.628500663210332
19,4.892213948601579
20,11.05848801132369
21,17.293124666382013
22,12.285015164652279
23,22.193020770468898
24,24.69947432338528
25,6.6022260649715605
26,7.699761360711619
27,18.235369384427955
28,9.471866940685636
29,26.46958009285793
30,0.004943738467062531
31,30.492113095347833
