,0
0,Alabama
1,Maryland
2,San Diego St.
3,Virginia
4,Creighton
5,Baylor
6,Utah St.
7,Arizona
8,Purdue
9,Florida Atlantic
10,Oral Roberts
11,Tennessee
12,Kentucky
13,Kansas St.
14,Michigan St.
15,Marquette
16,Houston
17,Auburn
18,Miami FL
19,Indiana
20,Iowa St.
21,Xavier
22,Penn St.
23,Texas
24,Kansas
25,Arkansas
26,Saint Mary's
27,Connecticut
28,TCU
29,Gonzaga
30,Northwestern
31,UCLA
