,0
0,29.149704962676537
1,2.298134749601587
2,7.737756332943789
3,4.914429980509027
4,7.8319244157580385
5,14.139233494102747
6,3.4492941188761677
7,18.269109838020057
8,46.8934517296334
9,1.640162852183252
10,4.372095749912475
11,8.91272794034414
12,2.046984175617638
13,4.683087170885656
14,3.503265403355485
15,14.01072722318689
16,27.56198322602713
17,0.36812070595395596
18,2.963642834364606
19,8.855123973001795
20,3.9391741355083028
21,19.73097835801422
22,5.755550982361044
23,10.130964144062006
24,34.950219326213904
25,0.9734206074363669
26,16.150872351737107
27,8.25170744262023
28,1.8966808405064768
29,32.66079938241306
30,1.7813722063966821
31,34.634864265995084
